REF_DATE,GEO,DGUID,Statistic,Age of reference person,"Household expenditures, summary-level categories",UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Recreation,Dollars,81,units,0,v54531239,1.1.6.30,3147,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Recreation,Dollars,81,units,0,v54531239,1.1.6.30,3480,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Education,Dollars,81,units,0,v54531244,1.1.6.35,144,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Education,Dollars,81,units,0,v54531244,1.1.6.35,161,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Education,Dollars,81,units,0,v54531244,1.1.6.35,422,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Education,Dollars,81,units,0,v54531244,1.1.6.35,218,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Education,Dollars,81,units,0,v54531244,1.1.6.35,152,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Education,Dollars,81,units,0,v54531244,1.1.6.35,278,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Education,Dollars,81,units,0,v54531244,1.1.6.35,316,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Education,Dollars,81,units,0,v54531244,1.1.6.35,389,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Education,Dollars,81,units,0,v54531244,1.1.6.35,224,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Reading materials and other printed matter,Dollars,81,units,0,v54531245,1.1.6.36,187,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Reading materials and other printed matter,Dollars,81,units,0,v54531245,1.1.6.36,214,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Reading materials and other printed matter,Dollars,81,units,0,v54531245,1.1.6.36,237,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Reading materials and other printed matter,Dollars,81,units,0,v54531245,1.1.6.36,155,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Reading materials and other printed matter,Dollars,81,units,0,v54531245,1.1.6.36,145,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Reading materials and other printed matter,Dollars,81,units,0,v54531245,1.1.6.36,169,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Reading materials and other printed matter,Dollars,81,units,0,v54531245,1.1.6.36,155,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Reading materials and other printed matter,Dollars,81,units,0,v54531245,1.1.6.36,179,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Reading materials and other printed matter,Dollars,81,units,0,v54531245,1.1.6.36,186,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,"Tobacco products, alcoholic beverages and cannabis for non-medical use",Dollars,81,units,0,v1234868329,1.1.6.359,1322,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531246,1.1.6.37,741,,,t,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531246,1.1.6.37,807,,,t,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531246,1.1.6.37,690,,,t,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531246,1.1.6.37,889,,,t,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531246,1.1.6.37,927,,,t,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531246,1.1.6.37,865,,,t,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531246,1.1.6.37,909,,,t,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Tobacco products and alcoholic beverages,Dollars,81,units,0,v54531246,1.1.6.37,1133,,,t,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Games of chance,Dollars,81,units,0,v54531247,1.1.6.38,167,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Games of chance,Dollars,81,units,0,v54531247,1.1.6.38,240,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Games of chance,Dollars,81,units,0,v54531247,1.1.6.38,287,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Games of chance,Dollars,81,units,0,v54531247,1.1.6.38,186,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Games of chance,Dollars,81,units,0,v54531247,1.1.6.38,211,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Games of chance,Dollars,81,units,0,v54531247,1.1.6.38,218,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Games of chance,Dollars,81,units,0,v54531247,1.1.6.38,314,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Games of chance,Dollars,81,units,0,v54531247,1.1.6.38,252,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Games of chance,Dollars,81,units,0,v54531247,1.1.6.38,251,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Miscellaneous expenditures,Dollars,81,units,0,v54531248,1.1.6.39,961,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Miscellaneous expenditures,Dollars,81,units,0,v54531248,1.1.6.39,1276,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Miscellaneous expenditures,Dollars,81,units,0,v54531248,1.1.6.39,1257,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Miscellaneous expenditures,Dollars,81,units,0,v54531248,1.1.6.39,1185,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Miscellaneous expenditures,Dollars,81,units,0,v54531248,1.1.6.39,1233,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Miscellaneous expenditures,Dollars,81,units,0,v54531248,1.1.6.39,1597,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Miscellaneous expenditures,Dollars,81,units,0,v54531248,1.1.6.39,1622,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Miscellaneous expenditures,Dollars,81,units,0,v54531248,1.1.6.39,1661,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Miscellaneous expenditures,Dollars,81,units,0,v54531248,1.1.6.39,1506,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Income taxes,Dollars,81,units,0,v54531249,1.1.6.40,7338,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Income taxes,Dollars,81,units,0,v54531249,1.1.6.40,6580,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Income taxes,Dollars,81,units,0,v54531249,1.1.6.40,7038,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Income taxes,Dollars,81,units,0,v54531249,1.1.6.40,8259,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Income taxes,Dollars,81,units,0,v54531249,1.1.6.40,7851,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Income taxes,Dollars,81,units,0,v54531249,1.1.6.40,9400,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Income taxes,Dollars,81,units,0,v54531249,1.1.6.40,10055,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Income taxes,Dollars,81,units,0,v54531249,1.1.6.40,9450,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Income taxes,Dollars,81,units,0,v54531249,1.1.6.40,11018,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531250,1.1.6.41,1019,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531250,1.1.6.41,1093,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531250,1.1.6.41,1071,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531250,1.1.6.41,1139,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531250,1.1.6.41,1433,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531250,1.1.6.41,1240,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531250,1.1.6.41,1442,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531250,1.1.6.41,1384,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,Personal insurance payments and pension contributions,Dollars,81,units,0,v54531250,1.1.6.41,1561,,,,0
2010,Canada,2016A000011124,Average expenditure per household,65 years and over,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531251,1.1.6.42,2212,,,,0
2011,Canada,2016A000011124,Average expenditure per household,65 years and over,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531251,1.1.6.42,2485,,,,0
2012,Canada,2016A000011124,Average expenditure per household,65 years and over,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531251,1.1.6.42,2532,,,,0
2013,Canada,2016A000011124,Average expenditure per household,65 years and over,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531251,1.1.6.42,2577,,,,0
2014,Canada,2016A000011124,Average expenditure per household,65 years and over,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531251,1.1.6.42,2502,,,,0
2015,Canada,2016A000011124,Average expenditure per household,65 years and over,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531251,1.1.6.42,2608,,,,0
2016,Canada,2016A000011124,Average expenditure per household,65 years and over,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531251,1.1.6.42,2745,,,,0
2017,Canada,2016A000011124,Average expenditure per household,65 years and over,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531251,1.1.6.42,3458,,,,0
2019,Canada,2016A000011124,Average expenditure per household,65 years and over,"Gifts of money, support payments and charitable contributions",Dollars,81,units,0,v54531251,1.1.6.42,3429,,,,0
